species,sighting_date,dive_site,url,title,excerpt,validation,notes,n_observed,dive_site_std,site_type,country,region,species_std,genus,species_epithet,scientific_name,group
Bull shark,2023-12-12,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"nt arrived when a formidable presence emerged from the midst of the barracuda school – a formidable shark, shrouded in mystery. Its sheer size and bulk, surpassing that of a typical reef shark, left us in",valid,"nan ""however, the pinnacle of excitement arrived when a formidable presence emerged from the midst of the barracuda school – a formidable shark, shrouded in mystery. Its sheer size and bulk, surpassing that of a typical reef shark, left us in awe. Although its specific identity eluded us, whether a silvertip or bull shark, its commanding presence was undeniable.""",1,Black Rock,site,Myanmar,Mergui,bull shark,Carcharhinus,leucas,Carcharhinus leucas,shark
Nurse Shark,2023-12-14,Burma Banks,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"waters The day kicked off with exhilarating dives as our guests were thrilled to spot a dozen nurse sharks, silvertip sharks, and the elusive tiger shark alongside the enigmatic porcupine ray! The underwate",valid,NA,12,Burma Banks,region,Myanmar,Burma Banks,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Silvertip Shark,2023-12-14,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"ked off with exhilarating dives as our guests were thrilled to spot a dozen nurse sharks, silvertip sharks, and the elusive tiger shark alongside the enigmatic porcupine ray! The underwater spectacle was no",valid,NA,3,Black Rock,site,Myanmar,Mergui,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark
Tiger Shark,2023-12-14,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"s as our guests were thrilled to spot a dozen nurse sharks, silvertip sharks, and the elusive tiger shark alongside the enigmatic porcupine ray! The underwater spectacle was nothing short of sensational. L",valid,NA,1,Black Rock,site,Myanmar,Mergui,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark
Oceanic Blacktip Shark,2023-12-15,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"f sensational. Later, a change of banks led to more shark encounters, this time with blacktip ocean sharks , silvertips, and the return of nurse sharks. Amidst this sharky excitement, the vibrant reef showc",valid,NA,3,Black Rock,site,Myanmar,Mergui,oceanic blacktip shark�,Carcharhinus,limbatus,Carcharhinus limbatus,shark
Silvertip Shark,2023-12-15,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"o more shark encounters, this time with blacktip ocean sharks , silvertips, and the return of nurse sharks. Amidst this sharky excitement, the vibrant reef showcased a kaleidoscope of colors – playful octop",valid,NA,3,Black Rock,site,Myanmar,Mergui,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark
Nurse Shark,2023-12-15,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"ers, this time with blacktip ocean sharks , silvertips, and the return of nurse sharks. Amidst this sharky excitement, the vibrant reef showcased a kaleidoscope of colors – playful octopuses, regal angelfis",valid,NA,10,Black Rock,site,Myanmar,Mergui,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Nurse Shark,2023-12-14,Burma Banks,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"ng morning dives at Tiger Kingdom. Once again, the banks welcomed us with a diverse congregation of sharks – nurse sharks, silvertips, grey reef sharks, and the majestic presence of tiger sharks. Their eleg",valid,NA,10,Burma Banks,region,Myanmar,Burma Banks,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Silvertip Shark,2012-12-15,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"s at Tiger Kingdom. Once again, the banks welcomed us with a diverse congregation of sharks – nurse sharks, silvertips, grey reef sharks, and the majestic presence of tiger sharks. Their elegant movements a",valid,NA,5,Black Rock,site,Myanmar,Mergui,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark
Grey Reef Shark,2012-12-15,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,", the banks welcomed us with a diverse congregation of sharks – nurse sharks, silvertips, grey reef sharks, and the majestic presence of tiger sharks. Their elegant movements amidst the surrounding marine b",valid,NA,5,Black Rock,site,Myanmar,Mergui,grey reef shark,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,shark
Tiger Shark,2012-12-15,Black Rock,https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,trip report december 9th 2023 Myanmar - Diving liveaboard in Thailand and Myanmar,"regation of sharks – nurse sharks, silvertips, grey reef sharks, and the majestic presence of tiger sharks. Their elegant movements amidst the surrounding marine ballet added a thrilling dimension to our un",valid,NA,3,Black Rock,site,Myanmar,Mergui,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark
devil ray,2021-12-12,8 Mile Rock,https://www.thesmilingseahorse.com/blog/a-cruise-down-south-phuket-to-koh-lipe-december-12th-2021,South Andaman cruise with a mobula in 8 miles - Diving liveaboard in Thailand and Myanmar,biggest news for us is to dive down South all the way to the Malaysian border were we met a lovely Devil ray on 8 Miles!!! But that's not the only reason this cruise was so wonderful! read more... Flo practic,valid,NA,1,8 Mile Rock,site,Thailand,Koh Lipe,mobula ray,Mobula,spp,Mobula spp,ray
whale shark,2021-12-12,Koh Ha,https://www.thesmilingseahorse.com/blog/a-cruise-down-south-phuket-to-koh-lipe-december-12th-2021,South Andaman cruise with a mobula in 8 miles - Diving liveaboard in Thailand and Myanmar,"ht adventure dives! We look forward to having you and Mike back soon! ​​ Can you believe Aor met mr whale shark on her 10th dive ever!!! When other wait for years, it seems pretty unfair Why we loved diving arou",valid,NA,1,Koh Haa,site,Thailand,Koh Lanta,whale shark,Rhinocodon,typus,Rhinocodon typus,shark
Blacktip Reef Shark,2024-04-21,Koh Tachai,https://www.thesmilingseahorse.com/blog/a-dive-expedition-about-marine-ecosystem-with-thailand-whale-shark-specialist-kirsty-magson-march-19th-to-27th-2024,Thailand Whale Sharks expedition 2024: A diving cruise animated by a marine biologist talking about whale sharks - Diving liveaboard in Thailand and Myanmar,"with them an abundance of life in the blue depths. Chevron barracuda, batfish, and even a blacktip shark made appearances, offering thrilling encounters for our divers. The second dive, with calmer condit",valid,NA,1,Koh Tachai,site,Thailand,Similan,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
Blacktip Reef Shark,2024-04-21,Koh Tachai,https://www.thesmilingseahorse.com/blog/a-dive-expedition-about-marine-ecosystem-with-thailand-whale-shark-specialist-kirsty-magson-march-19th-to-27th-2024,Thailand Whale Sharks expedition 2024: A diving cruise animated by a marine biologist talking about whale sharks - Diving liveaboard in Thailand and Myanmar,"with its unique underwater formations. ​ On Day 8, our final day of diving, we visited Bida Nok and Shark Point, where we encountered an array of marine life, including blacktip sharks, sea snakes, cuttlef",valid,NA,1,Koh Tachai,site,Thailand,Similan,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
blacktip reef shark,2024-03-26,Koh Bida Nok,https://www.thesmilingseahorse.com/blog/a-dive-expedition-about-marine-ecosystem-with-thailand-whale-shark-specialist-kirsty-magson-march-19th-to-27th-2024,Thailand Whale Sharks expedition 2024: A diving cruise animated by a marine biologist talking about whale sharks - Diving liveaboard in Thailand and Myanmar,"iving, we visited Bida Nok and Shark Point, where we encountered an array of marine life, including blacktip sharks, sea snakes, cuttlefish, and a mesmerizing school of squid. As we bid farewell to the Andama",valid,NA,3,Koh Bida Nok,site,Thailand,Phuket,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
Oceanic Manta,2020-02-08,Seafan Forest,https://www.thesmilingseahorse.com/blog/a-friends-reunion,A diving's friends reunion - Diving liveaboard in Thailand and Myanmar,"ning around Western Rocky! We had great dives at Seafan Forest with a special encounter, an oceanic Manta. Also at eagle rock for a dive at dusk full of pickhandle barracudas, African pompanos, big-eye jac",valid,NA,1,Seafan Forest,site,Myanmar,Mergui,oceanic manta,Mobula,birostris,Mobula birostris,ray
eagle ray,2020-02-08,Burma Banks,https://www.thesmilingseahorse.com/blog/a-friends-reunion,A diving's friends reunion - Diving liveaboard in Thailand and Myanmar,"ed to the Burma Banks were we found great visibility and few silvertip, nurse sharks and a gorgeous eagle ray! Silver tip Reef shark in Burma Banks Sunset is the everyday routine on board The sunsets were stun",valid,NA,1,Burma Banks,region,Myanmar,Burma Banks,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
Silvertip Reef Shark,2020-02-08,Burma Banks,https://www.thesmilingseahorse.com/blog/a-friends-reunion,A diving's friends reunion - Diving liveaboard in Thailand and Myanmar,"chipelago, and navigated to the Burma Banks were we found great visibility and few silvertip, nurse sharks and a gorgeous eagle ray! Silver tip Reef shark in Burma Banks Sunset is the everyday routine on bo",valid,NA,1,Burma Banks,region,Myanmar,Burma Banks,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark
Nurse Shark,2020-02-08,Burma Banks,https://www.thesmilingseahorse.com/blog/a-friends-reunion,A diving's friends reunion - Diving liveaboard in Thailand and Myanmar,"we found great visibility and few silvertip, nurse sharks and a gorgeous eagle ray! Silver tip Reef shark in Burma Banks Sunset is the everyday routine on board The sunsets were stunning around Western Roc",valid,NA,5,Burma Banks,region,Myanmar,Burma Banks,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Silvertip,2020-02-08,Burma Banks,https://www.thesmilingseahorse.com/blog/a-friends-reunion,A diving's friends reunion - Diving liveaboard in Thailand and Myanmar,"were we found great visibility and few silvertip, nurse sharks and a gorgeous eagle ray! Silver tip Reef shark in Burma Banks Sunset is the everyday routine on board The sunsets were stunning around Western Roc",valid,NA,3,Burma Banks,region,Myanmar,Burma Banks,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark
Whitespot Guitarfish,2018-04-12,Surin Island,https://www.thesmilingseahorse.com/blog/a-guitar-fish-in-surin,A guitar fish in Surin! - Diving liveaboard in Thailand and Myanmar,"​Interesting facts about the Giant guitar fish: In Latin, ""Rhine"" means ""Shark"" and ""Batis"" means ""Ray"", Like Sharks: - They have an elongated shark-shape and can reach 3 meters in lenght - They swim wi",valid,nan R djjenndis,1,Surin Islands,region,Thailand,Surin,white-spotted wedgefish,Rhynchobatus,australiae,Rhynchobatus australiae,shark
Blotched Fantail Ray,2015-10-30,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/a-very-good-start,Good start of the Year - Diving liveaboard in Thailand and Myanmar,"were here again, with as many as three sleepy nurse sharks hiding in newly discovered caves, blotch stingrays hiding under rocks... and a totally unexpected leopard shark on the very last day ! Seems like Burm",valid,NA,5,Mergui Archipelago,region,Myanmar,Mergui,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
Nurse Shark,2015-10-30,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/a-very-good-start,Good start of the Year - Diving liveaboard in Thailand and Myanmar,"rystal clear water ! Rivers of fish in the deep blue sea. Just like fireworks... When a young nurse shark poses for the camera. The big guys were here again, with as many as three sleepy nurse sharks hidin",valid,NA,3,Mergui Archipelago,region,Myanmar,Mergui,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Leopard Shark,2015-10-30,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/a-very-good-start,Good start of the Year - Diving liveaboard in Thailand and Myanmar,"nurse shark poses for the camera. The big guys were here again, with as many as three sleepy nurse sharks hiding in newly discovered caves, blotch stingrays hiding under rocks... and a totally unexpected l",valid,NA,1,Mergui Archipelago,region,Myanmar,Mergui,zebra shark,Stegostoma,tigrinum,Stegostoma tigrinum,shark
eagle ray,2015-04-01,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,A whale shark new year - Diving liveaboard in Thailand and Myanmar,"d holiday ! And that's what this New Year's Trip in Burma had in store for us, along with a massive eagle ray, two sleepy nurse sharks, and their relatives : blotch stingrays and bamboo sharks. The tiny ones w",valid,NA,1,Mergui Archipelago,region,Myanmar,Mergui,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
Blotched Fantail Ray,2015-01-04,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,A whale shark new year - Diving liveaboard in Thailand and Myanmar,"store for us, along with a massive eagle ray, two sleepy nurse sharks, and their relatives : blotch stingrays and bamboo sharks. The tiny ones were also here to accompany us into this new year : a festival of",valid,NA,3,Mergui Archipelago,region,Myanmar,Mergui,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
Nurse Shark,2015-01-04,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,A whale shark new year - Diving liveaboard in Thailand and Myanmar,"this New Year's Trip in Burma had in store for us, along with a massive eagle ray, two sleepy nurse sharks, and their relatives : blotch stingrays and bamboo sharks. The tiny ones were also here to accompan",valid,NA,2,Mergui Archipelago,region,Myanmar,Mergui,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
